Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-OCTOBER-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16524,1792,320,18636,9039,606,481,4594,0,4594
MSitAE-OCTOBER-2024,RWJ,STOCKPORT NHS FOUNDATION TRUST,7968,0,1044,9012,3404,820,299,2854,61,2915
MSitAE-OCTOBER-2024,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9362,0,7726,17088,5240,234,107,3491,76,3567
MSitAE-OCTOBER-2024,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10357,0,9820,20177,6293,1023,1171,4476,0,4476
MSitAE-OCTOBER-2024,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13636,0,12703,26339,6263,531,1171,3156,545,3701
MSitAE-OCTOBER-2024,RXF,MID YORKSHIRE TEACHING NHS TRUST,16821,162,6154,23137,7417,2491,205,3833,166,3999
MSitAE-OCTOBER-2024,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11283,347,1356,12986,3233,299,659,1935,0,1935
MSitAE-OCTOBER-2024,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12400,3848,7519,23767,5086,655,461,4108,0,4108
MSitAE-OCTOBER-2024,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10856,0,5622,16478,4824,812,150,3933,0,3933
MSitAE-OCTOBER-2024,Y02428,PUTNOE WALK IN CENTRE,0,0,2787,2787,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6852,6852,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2024,AD913,BECKENHAM BEACON UCC,0,0,3624,3624,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8970,0,10528,19498,4194,379,805,2583,0,2583
MSitAE-OCTOBER-2024,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6146,6146,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RMC,BOLTON NHS FOUNDATION TRUST,8453,0,3584,12037,4365,505,675,2380,113,2493
MSitAE-OCTOBER-2024,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4194,0,0,4194,1726,213,41,1880,0,1880
MSitAE-OCTOBER-2024,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9297,0,3353,12650,2771,635,798,2685,0,2685
MSitAE-OCTOBER-2024,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1138,1138,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7216,0,3065,10281,3728,676,843,1808,0,1808
MSitAE-OCTOBER-2024,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12988,1830,2419,17237,5258,947,0,4821,9,4830
MSitAE-OCTOBER-2024,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26692,0,9335,36027,11798,1260,1316,7515,379,7894
MSitAE-OCTOBER-2024,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8720,0,442,9162,3373,441,1,2487,0,2487
MSitAE-OCTOBER-2024,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8011,0,3133,11144,4446,471,878,2161,0,2161
MSitAE-OCTOBER-2024,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,17893,0,8899,26792,6677,1116,835,4011,0,4011
MSitAE-OCTOBER-2024,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,10232,541,2347,13120,3859,462,804,2053,0,2053
MSitAE-OCTOBER-2024,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5742,0,5558,11300,2707,683,268,2574,0,2574
MSitAE-OCTOBER-2024,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11638,2479,1390,15507,4294,539,0,2340,0,2340
MSitAE-OCTOBER-2024,RH5,SOMERSET NHS FOUNDATION TRUST,13140,0,9517,22657,5631,491,78,3303,0,3303
MSitAE-OCTOBER-2024,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11907,11907,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14981,0,4400,19381,6417,516,847,3826,36,3862
MSitAE-OCTOBER-2024,RCF,AIREDALE NHS FOUNDATION TRUST,6010,243,0,6253,2557,509,212,1591,0,1591
MSitAE-OCTOBER-2024,RVJ,NORTH BRISTOL NHS TRUST,9291,0,0,9291,3842,626,419,3223,0,3223
MSitAE-OCTOBER-2024,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13122,0,0,13122,5153,385,597,2666,0,2666
MSitAE-OCTOBER-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8782,0,2483,11265,4124,236,71,3450,0,3450
MSitAE-OCTOBER-2024,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22203,1913,0,24116,9625,1490,1105,6432,0,6432
MSitAE-OCTOBER-2024,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9919,0,4728,14647,5907,963,575,3652,0,3652
MSitAE-OCTOBER-2024,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4918,0,11890,16808,2682,228,3,1760,543,2303
MSitAE-OCTOBER-2024,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10318,0,0,10318,3390,465,385,2878,0,2878
MSitAE-OCTOBER-2024,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,20565,0,9671,30236,9532,970,1095,4166,1,4167
MSitAE-OCTOBER-2024,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35181,336,1655,37172,13653,2234,2232,11498,0,11498
MSitAE-OCTOBER-2024,RNZ,SALISBURY NHS FOUNDATION TRUST,4690,376,1679,6745,2061,483,3,1412,0,1412
MSitAE-OCTOBER-2024,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4116,4116,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9056,0,1685,10741,4164,776,725,2430,0,2430
MSitAE-OCTOBER-2024,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11331,0,3867,15198,3976,678,168,3152,0,3152
MSitAE-OCTOBER-2024,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,9228,0,2817,12045,4461,582,475,1905,0,1905
MSitAE-OCTOBER-2024,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,13180,0,8034,21214,4103,984,553,5950,0,5950
MSitAE-OCTOBER-2024,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12224,837,6415,19476,5748,102,39,1854,120,1974
MSitAE-OCTOBER-2024,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9604,154,5208,14966,4906,577,718,2947,0,2947
MSitAE-OCTOBER-2024,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13787,540,8450,22777,7662,998,1126,5134,0,5134
MSitAE-OCTOBER-2024,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12376,0,4635,17011,5046,1712,109,4090,0,4090
MSitAE-OCTOBER-2024,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11235,0,5746,16981,5553,676,573,2846,20,2866
MSitAE-OCTOBER-2024,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1427,0,1427,0,0,0,0,0,0
MSitAE-OCTOBER-2024,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6319,0,11920,18239,3890,565,689,2354,46,2400
MSitAE-OCTOBER-2024,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8699,0,5036,13735,3453,758,0,2139,0,2139
MSitAE-OCTOBER-2024,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13289,0,10241,23530,4885,476,1119,4103,69,4172
MSitAE-OCTOBER-2024,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7962,0,9112,17074,4212,458,33,2977,131,3108
MSitAE-OCTOBER-2024,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3175,3175,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,8,8
MSitAE-OCTOBER-2024,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13523,1725,5578,20826,5402,709,31,3487,0,3487
MSitAE-OCTOBER-2024,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19934,0,6442,26376,6299,1181,72,2850,0,2850
MSitAE-OCTOBER-2024,RPA,MEDWAY NHS FOUNDATION TRUST,9262,0,6334,15596,3029,338,693,1830,0,1830
MSitAE-OCTOBER-2024,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13574,0,4089,17663,5246,1059,271,4266,519,4785
MSitAE-OCTOBER-2024,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,10125,0,4534,14659,2666,2207,70,3683,0,3683
MSitAE-OCTOBER-2024,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,13049,65,604,13718,5325,241,23,4536,0,4536
MSitAE-OCTOBER-2024,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6953,0,1734,8687,2358,523,380,1151,0,1151
MSitAE-OCTOBER-2024,RKE,WHITTINGTON HEALTH NHS TRUST,9209,0,0,9209,2424,237,331,1357,0,1357
MSitAE-OCTOBER-2024,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15923,0,8840,24763,7443,1818,828,4072,0,4072
MSitAE-OCTOBER-2024,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10724,763,7247,18734,4889,189,76,2185,0,2185
MSitAE-OCTOBER-2024,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9401,1200,7950,18551,5243,1514,18,3820,0,3820
MSitAE-OCTOBER-2024,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7336,0,6024,13360,4047,1195,213,2948,266,3214
MSitAE-OCTOBER-2024,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11958,11958,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14759,0,12190,26949,7564,1263,541,6386,386,6772
MSitAE-OCTOBER-2024,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8824,0,0,8824,3593,742,123,2539,12,2551
MSitAE-OCTOBER-2024,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16766,0,8207,24973,6847,81,49,4735,0,4735
MSitAE-OCTOBER-2024,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6970,0,1411,8381,2175,378,30,2445,0,2445
MSitAE-OCTOBER-2024,R1F,ISLE OF WIGHT NHS TRUST,4072,291,1357,5720,1920,263,121,985,0,985
MSitAE-OCTOBER-2024,AJN,WORKINGTON HEALTH LIMITED,0,0,352,352,0,0,0,0,0,0
MSitAE-OCTOBER-2024,Y02147,URGENT CARE CENTRE (QMS),0,0,7773,7773,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22675,1532,5384,29591,9442,1479,1413,8823,48,8871
MSitAE-OCTOBER-2024,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1192,1192,0,0,0,0,0,0
MSitAE-OCTOBER-2024,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7459,0,5095,12554,3748,1249,429,2418,0,2418
TOTAL,TOTAL,TOTAL,1422317,49017,809058,2280392,601329,99172,49616,415893,4828,420721
MSitAE-OCTOBER-2024,C82009,MARKET HARBOROUGH MED.CTR,0,0,266,266,0,0,0,0,0,0
MSitAE-OCTOBER-2024,AQN04,PHL LYMINGTON UTC,0,0,2755,2755,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15295,0,0,15295,5422,1160,16,3104,0,3104
MSitAE-NOVEMBER-2024,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5092,0,11553,16645,2971,273,25,1715,491,2206
MSitAE-NOVEMBER-2024,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,23225,1952,0,25177,10469,1556,1108,6523,0,6523
MSitAE-NOVEMBER-2024,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18553,0,2124,20677,3865,964,80,5106,0,5106
MSitAE-NOVEMBER-2024,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9357,0,7669,17026,5297,179,86,3296,101,3397
MSitAE-NOVEMBER-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8336,0,2261,10597,3998,250,42,3210,0,3210
MSitAE-NOVEMBER-2024,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8663,0,9773,18436,4055,393,652,2527,0,2527
MSitAE-NOVEMBER-2024,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,2,2
MSitAE-NOVEMBER-2024,C83023,SLEAFORD MEDICAL GROUP,0,0,496,496,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNF09,BRANSHOLME HEALTH CENTRE,0,0,3623,3623,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13201,0,12737,25938,6113,618,1121,3170,595,3765
MSitAE-NOVEMBER-2024,NNF16,BRIDLINGTON HOSPITAL,0,0,1362,1362,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNFA7,GOOLE & DISTRICT HOSPITAL,0,0,1560,1560,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2850,2850,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,17661,0,8788,26449,6401,1076,718,3813,0,3813
MSitAE-NOVEMBER-2024,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8411,433,6738,15582,4967,231,874,1450,170,1620
MSitAE-NOVEMBER-2024,RBK,WALSALL HEALTHCARE NHS TRUST,9841,0,4584,14425,3490,1182,133,4115,0,4115
MSitAE-NOVEMBER-2024,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17192,0,7066,24258,6415,617,381,7587,0,7587
MSitAE-NOVEMBER-2024,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12745,0,14789,27534,7100,1105,440,6576,350,6926
MSitAE-NOVEMBER-2024,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22368,885,10583,33836,10181,1825,360,6253,0,6253
MSitAE-NOVEMBER-2024,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15519,1791,8023,25333,8126,2060,1092,4588,0,4588
MSitAE-NOVEMBER-2024,NNF94,EAST RIDING COMMUNITY HOSPITAL,0,0,2655,2655,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35046,307,1602,36955,15409,2475,1853,10365,0,10365
MSitAE-NOVEMBER-2024,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7061,0,5353,12414,3765,1245,474,2301,0,2301
MSitAE-NOVEMBER-2024,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18099,664,12091,30854,7911,1826,403,3769,0,3769
MSitAE-NOVEMBER-2024,NNJ12,MARKET HARBOROUGH,0,0,100,100,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ13,MELTON MOWBRAY,0,0,68,68,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ14,OADBY,0,0,479,479,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ15,OAKHAM,0,0,63,63,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ,DHU HEALTH CARE C.I.C,0,0,2044,2044,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6270,0,7004,13274,3743,464,14,1902,0,1902
MSitAE-NOVEMBER-2024,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16716,0,8434,25150,6826,80,36,5026,0,5026
MSitAE-NOVEMBER-2024,RCF,AIREDALE NHS FOUNDATION TRUST,5652,212,0,5864,2577,528,135,1587,0,1587
MSitAE-NOVEMBER-2024,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5219,0,518,5737,654,15,0,1245,0,1245
MSitAE-NOVEMBER-2024,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6813,0,1200,8013,2912,294,97,2051,0,2051
MSitAE-NOVEMBER-2024,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11428,11428,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1231,0,1231,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7287,0,1326,8613,3175,525,339,1604,0,1604
MSitAE-NOVEMBER-2024,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10816,0,5404,16220,5423,553,527,2741,32,2773
MSitAE-NOVEMBER-2024,RH5,SOMERSET NHS FOUNDATION TRUST,12368,0,8991,21359,5926,620,114,3201,0,3201
MSitAE-NOVEMBER-2024,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12029,1176,0,13205,5287,433,5,3804,0,3804
MSitAE-NOVEMBER-2024,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7489,0,1710,9199,2619,678,141,1129,0,1129
MSitAE-NOVEMBER-2024,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8628,0,3185,11813,4077,419,541,1826,0,1826
MSitAE-NOVEMBER-2024,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11951,80,1329,13360,5735,432,128,4314,35,4349
MSitAE-NOVEMBER-2024,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9745,559,2487,12791,4460,482,825,2161,0,2161
MSitAE-NOVEMBER-2024,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19742,0,6519,26261,6684,1324,52,2894,0,2894
MSitAE-NOVEMBER-2024,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6922,0,5861,12783,3553,961,192,2871,268,3139
MSitAE-NOVEMBER-2024,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14924,0,4326,19250,6609,526,809,3732,59,3791
MSitAE-NOVEMBER-2024,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12241,0,4182,16423,5101,1445,87,4244,0,4244
MSitAE-NOVEMBER-2024,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9085,1138,7648,17871,5323,1482,16,3762,0,3762
MSitAE-NOVEMBER-2024,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11520,314,1354,13188,3620,381,652,2072,0,2072
MSitAE-NOVEMBER-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16379,1715,266,18360,8610,381,387,4581,0,4581
MSitAE-NOVEMBER-2024,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8345,0,5293,13638,3457,717,0,2069,0,2069
MSitAE-NOVEMBER-2024,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9838,758,2829,13425,4855,1441,58,3387,0,3387
MSitAE-NOVEMBER-2024,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2989,2989,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10945,361,6330,17636,6389,850,883,4655,0,4655
MSitAE-NOVEMBER-2024,RMC,BOLTON NHS FOUNDATION TRUST,8295,0,3598,11893,4308,512,585,2480,84,2564
MSitAE-NOVEMBER-2024,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,5970,0,3067,9037,3101,303,693,1549,0,1549
MSitAE-NOVEMBER-2024,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11076,2259,1332,14667,4378,545,1,2477,0,2477
MSitAE-NOVEMBER-2024,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9271,0,3242,12513,3019,574,689,2709,0,2709
MSitAE-NOVEMBER-2024,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,6522,0,0,6522,2458,2,52,1196,0,1196
MSitAE-NOVEMBER-2024,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10740,777,7075,18592,4483,144,75,2255,0,2255
MSitAE-NOVEMBER-2024,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12714,1760,2407,16881,5265,1032,0,4782,14,4796
MSitAE-NOVEMBER-2024,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12424,1139,9388,22951,5856,962,113,2638,0,2638
MSitAE-NOVEMBER-2024,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26244,2817,11453,40514,13551,4172,263,5795,167,5962
MSitAE-NOVEMBER-2024,RXF,MID YORKSHIRE TEACHING NHS TRUST,16762,106,5926,22794,7212,2286,736,3492,153,3645
MSitAE-NOVEMBER-2024,8J094,BADGER LTD,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6257,0,3351,9608,2570,1028,1,1592,0,1592
MSitAE-NOVEMBER-2024,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,198,198,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8858,0,6963,15821,4148,607,699,5656,0,5656
MSitAE-NOVEMBER-2024,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8946,0,0,8946,3391,612,16,1941,0,1941
MSitAE-NOVEMBER-2024,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10534,0,5660,16194,4958,814,162,3804,1,3805
MSitAE-NOVEMBER-2024,RKE,WHITTINGTON HEALTH NHS TRUST,9302,0,0,9302,2715,251,233,1437,0,1437
MSitAE-NOVEMBER-2024,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12235,0,8247,20482,3991,981,213,2625,0,2625
MSitAE-NOVEMBER-2024,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26130,0,9115,35245,12047,1252,1166,7384,407,7791
MSitAE-NOVEMBER-2024,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5572,0,5356,10928,2443,568,241,2425,0,2425
MSitAE-NOVEMBER-2024,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9439,0,5014,14453,2494,2171,93,3750,0,3750
MSitAE-NOVEMBER-2024,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13455,0,4061,17516,4740,946,153,4164,484,4648
MSitAE-NOVEMBER-2024,RPA,MEDWAY NHS FOUNDATION TRUST,9121,0,6396,15517,3152,327,771,1690,0,1690
MSitAE-NOVEMBER-2024,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13057,0,0,13057,4981,411,403,2716,0,2716
MSitAE-NOVEMBER-2024,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9857,0,11634,21491,2621,56,0,4042,40,4082
MSitAE-NOVEMBER-2024,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,20055,0,9846,29901,9733,1167,1228,3984,0,3984
MSitAE-NOVEMBER-2024,RVJ,NORTH BRISTOL NHS TRUST,9087,0,0,9087,4072,518,526,3000,0,3000
MSitAE-NOVEMBER-2024,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9659,0,4715,14374,5741,976,481,3693,0,3693
MSitAE-NOVEMBER-2024,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,10824,0,9784,20608,6337,1214,874,4644,0,4644
MSitAE-NOVEMBER-2024,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6927,0,2912,9839,3572,745,498,1855,0,1855
MSitAE-NOVEMBER-2024,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12214,0,3531,15745,4689,1071,358,3302,101,3403
MSitAE-NOVEMBER-2024,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11799,3680,7326,22805,4774,628,312,3907,0,3907
MSitAE-NOVEMBER-2024,AJN,WORKINGTON HEALTH LIMITED,0,0,321,321,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R1H,BARTS HEALTH NHS TRUST,25692,985,17220,43897,11813,1139,1064,4448,59,4507
MSitAE-NOVEMBER-2024,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6277,0,0,6277,1663,1,0,957,0,957
MSitAE-NOVEMBER-2024,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8488,0,0,8488,3715,785,131,2484,7,2491
MSitAE-NOVEMBER-2024,RJ2,LEWISHAM AND GREENWICH NHS TRUST,14664,0,10734,25398,7608,1166,795,4682,0,4682
